"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: buffer_size","Param: dataset","Param: n_threads","Param: stringManipulation"
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df","thrpt",1,10,"0,621015","0,004723","ops/s",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"147,015143","1,011926","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"266715282,742857","16575,166842","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"849,157973","109,012157","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"1540263585,142857","191678426,749003","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1760,000000",NaN,"counts",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"79790,000000",NaN,"ms",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df","thrpt",1,10,"0,614960","0,007902","ops/s",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"145,931740","1,731837","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"267205781,828571","18578,538136","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"670,626080","78,042104","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"1227658255,200000","135029788,243007","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1755,000000",NaN,"counts",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"90720,000000",NaN,"ms",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf","thrpt",1,10,"0,172622","0,000986","ops/s",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"40,954896","0,216082","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"266784574,000000","6864,939002","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"660,802418","4,187288","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4304532564,000000","10782249,280830","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"320,000000",NaN,"counts",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"2764,000000",NaN,"ms",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,2,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf","thrpt",1,10,"0,329448","0,001097","ops/s",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"73,135398","0,208247","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"248941994,000000","2922,736789","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"1360,568028","3,607527","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4631174337,800000","7758636,324515","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"560,000000",NaN,"counts",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"4994,000000",NaN,"ms",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,4,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf","thrpt",1,10,"0,454388","0,003070","ops/s",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"98,770551","0,636063","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"245367056,000000","11684,767461","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"1792,099527","102,507228","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4452086977,599999","258863562,818493","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"656,000000",NaN,"counts",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"6088,000000",NaN,"ms",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf","thrpt",1,10,"0,538556","0,006633","ops/s",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"116,079953","1,363709","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"243000130,933333","6051,378983","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"2183,438920","69,915796","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4570706325,200000","129874025,241373","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"806,000000",NaN,"counts",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"8307,000000",NaN,"ms",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf","thrpt",1,10,"0,653015","0,002230","ops/s",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"139,337000","0,456833","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"241315036,000000","7975,540897","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"2520,999848","49,242919","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4366125118,628571","90972833,938888","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"967,000000",NaN,"counts",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"12790,000000",NaN,"ms",1000,test,12,foreach_apache
"jv.microbenchmark.runner.atomic.AtomicConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df","thrpt",1,10,"0,320274","0,001133","ops/s",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"78,260982","0,268444","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"273466027,600000","2438,312415","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"1127,303668","15,269924","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"3939154534,000000","58204418,338448","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"700,000000",NaN,"counts",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"16685,000000",NaN,"ms",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df","thrpt",1,10,"0,535634","0,002983","ops/s",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"127,276164","0,724684","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"267817832,266667","10573,429926","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"1529,977892","46,319877","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"3219449359,333334","98259252,775936","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1175,000000",NaN,"counts",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"36921,000000",NaN,"ms",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df","thrpt",1,10,"0,611332","0,004146","ops/s",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"144,673847","0,957171","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"266423476,685714","6756,570405","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"1270,692169","64,406278","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"2340078787,885715","119543372,422969","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1590,000000",NaN,"counts",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"60449,000000",NaN,"ms",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df","thrpt",1,10,"0,621039","0,003272","ops/s",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"147,022369","0,737440","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"266715486,171429","15666,417164","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"851,159493","128,752422","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"1543967800,800000","231118300,797535","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1760,000000",NaN,"counts",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"79432,000000",NaN,"ms",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df","thrpt",1,10,"0,605805","0,004023","ops/s",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"143,922807","0,908005","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"267208334,285714","13073,647473","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.CodeHeap_'non-nmethods'","thrpt",1,10,"0,000291","0,001390","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.CodeHeap_'non-nmethods'.norm","thrpt",1,10,"543,085714","2596,445327","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah","thrpt",1,10,"678,369049","56,761070","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.churn.Shenandoah.norm","thrpt",1,10,"1259386832,914286","102508506,576635","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"1760,000000",NaN,"counts",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"91163,000000",NaN,"ms",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf","thrpt",1,10,"0,173110","0,000891","ops/s",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"41,067909","0,212334","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"266784773,600000","7113,108063","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"662,446872","3,918532","MB/sec",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4303379399,600000","13523598,332910","B/op",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"320,000000",NaN,"counts",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"2770,000000",NaN,"ms",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,2,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf","thrpt",1,10,"0,328755","0,002301","ops/s",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"73,025443","0,488338","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"248941982,000000","2909,688171","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"1357,218576","10,426544","MB/sec",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4626714922,600000","7466106,400396","B/op",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"560,000000",NaN,"counts",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"5000,000000",NaN,"ms",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,4,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf","thrpt",1,10,"0,452269","0,003908","ops/s",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"98,316992","0,814804","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"245362123,680000","2762,853048","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"1730,206726","13,579421","MB/sec",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4317956091,360000","12271958,192685","B/op",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"641,000000",NaN,"counts",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"5993,000000",NaN,"ms",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf","thrpt",1,10,"0,530834","0,003574","ops/s",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"114,497983","0,749903","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"242999313,866667","6844,155312","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"2137,497521","77,736209","MB/sec",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4536329590,266666","156125480,013062","B/op",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"802,000000",NaN,"counts",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"8228,000000",NaN,"ms",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf","thrpt",1,10,"0,655183","0,002712","ops/s",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"139,778397","0,576547","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"241316069,600000","5902,951610","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah","thrpt",1,10,"2563,452211","59,385706","MB/sec",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.churn.Shenandoah.norm","thrpt",1,10,"4425560159,428572","97269517,242679","B/op",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"971,000000",NaN,"counts",1000,test,12,foreach_apache
"jv.microbenchmark.runner.executor.ExecutorConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"12547,000000",NaN,"ms",1000,test,12,foreach_apache
