"Benchmark","Mode","Threads","Samples","Score","Score Error (99,9%)","Unit","Param: buffer_size","Param: dataset","Param: n_threads","Param: stringManipulation"
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"5533598197,120001","1246199,976445","B/op",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space","thrpt",1,10,"0,000078","0,000001","MB/sec",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space.norm","thrpt",1,10,"204,800000","0,000000","B/op",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace","thrpt",1,10,"0,000398","0,000005","MB/sec",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace.norm","thrpt",1,10,"1040,000000","0,000000","B/op",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap","thrpt",1,10,"697,493710","25,962707","MB/sec",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap.norm","thrpt",1,10,"1824522240,000000","75659714,369919","B/op",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"2534,000000",NaN,"counts",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"88925,000000",NaN,"ms",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,433438","0,005184","ops/s",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"2121,812061","23,648605","MB/sec",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"5529307904,480001","19814,866790","B/op",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space","thrpt",1,10,"0,000132","0,000093","MB/sec",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space.norm","thrpt",1,10,"343,680000","246,942667","B/op",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace","thrpt",1,10,"0,000634","0,000428","MB/sec",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace.norm","thrpt",1,10,"1656,960000","1132,673115","B/op",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap","thrpt",1,10,"746,225165","62,224204","MB/sec",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap.norm","thrpt",1,10,"1945318195,200000","181712169,323487","B/op",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"2419,000000",NaN,"counts",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"96326,000000",NaN,"ms",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,416733","0,004663","ops/s",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"2045,983398","21,613741","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"5529617144,320000","45025,467725","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.CodeHeap_'non-nmethods'","thrpt",1,10,"0,000054","0,000256","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.CodeHeap_'non-nmethods'.norm","thrpt",1,10,"145,920000","697,630765","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space","thrpt",1,10,"0,000288","0,000102","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space.norm","thrpt",1,10,"780,160000","281,024874","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace","thrpt",1,10,"0,001117","0,000506","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace.norm","thrpt",1,10,"3022,560000","1386,590383","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap","thrpt",1,10,"864,574578","106,791762","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap.norm","thrpt",1,10,"2336856473,600000","293084651,088353","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"2385,000000",NaN,"counts",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"102879,000000",NaN,"ms",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df","thrpt",1,10,"0,396535","0,005801","ops/s",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate","thrpt",1,10,"1921,999663","40,221248","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.alloc.rate.norm","thrpt",1,10,"5513813085,480001","2864372,738801","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space","thrpt",1,10,"0,000471","0,000137","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Compressed_Class_Space.norm","thrpt",1,10,"1351,840000","400,549786","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace","thrpt",1,10,"0,001817","0,000502","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.Metaspace.norm","thrpt",1,10,"5217,480000","1482,202164","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap","thrpt",1,10,"918,329245","80,261390","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.churn.ZHeap.norm","thrpt",1,10,"2634442342,400000","221441297,576164","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.count","thrpt",1,10,"2036,000000",NaN,"counts",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·gc.time","thrpt",1,10,"89552,000000",NaN,"ms",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_df:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,081124","0,000999","ops/s",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"435,190871","5,163711","MB/sec",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"6031346753,600000","58428,391332","B/op",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap","thrpt",1,10,"401,644290","12,243840","MB/sec",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap.norm","thrpt",1,10,"5567099699,200000","208318760,587963","B/op",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"310,000000",NaN,"counts",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"10169,000000",NaN,"ms",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,1,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,158671","0,000891","ops/s",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"846,581568","4,621747","MB/sec",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"5987882663,200000","37565,882238","B/op",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap","thrpt",1,10,"700,644361","21,022971","MB/sec",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap.norm","thrpt",1,10,"4955570176,000000","137534628,233105","B/op",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"666,000000",NaN,"counts",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"22700,000000",NaN,"ms",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,2,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,292219","0,001976","ops/s",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"1532,353254","9,816694","MB/sec",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"5973514507,733334","33681,749866","B/op",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap","thrpt",1,10,"1175,749747","31,490326","MB/sec",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap.norm","thrpt",1,10,"4583395601,066667","120776016,108350","B/op",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"1273,000000",NaN,"counts",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"28084,000000",NaN,"ms",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,4,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,375968","0,002051","ops/s",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"1974,448623","10,159281","MB/sec",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"5966505472,200000","29056,382265","B/op",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap","thrpt",1,10,"984,545465","91,735602","MB/sec",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap.norm","thrpt",1,10,"2974914969,600000","269762762,393436","B/op",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"2286,000000",NaN,"counts",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"57328,000000",NaN,"ms",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,6,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,447245","0,001755","ops/s",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"2355,373921","9,120421","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"5962042321,440001","32593,473892","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.CodeHeap_'non-nmethods'","thrpt",1,10,"0,000053","0,000255","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.CodeHeap_'non-nmethods'.norm","thrpt",1,10,"135,680000","648,674220","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Compressed_Class_Space","thrpt",1,10,"0,000032","0,000063","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Compressed_Class_Space.norm","thrpt",1,10,"81,920000","159,891406","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Metaspace","thrpt",1,10,"0,000165","0,000321","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Metaspace.norm","thrpt",1,10,"416,000000","811,948546","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap","thrpt",1,10,"1271,907943","40,781160","MB/sec",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap.norm","thrpt",1,10,"3219463864,320000","97981712,427075","B/op",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"2564,000000",NaN,"counts",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"58419,000000",NaN,"ms",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,8,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf","thrpt",1,10,"0,504325","0,003857","ops/s",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate","thrpt",1,10,"2664,763678","18,556842","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.alloc.rate.norm","thrpt",1,10,"5958995030,533333","22912,460858","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Compressed_Class_Space","thrpt",1,10,"0,000076","0,000001","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Compressed_Class_Space.norm","thrpt",1,10,"170,666667","0,000000","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Metaspace","thrpt",1,10,"0,000383","0,000014","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.Metaspace.norm","thrpt",1,10,"857,333333","29,747901","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap","thrpt",1,10,"1311,996584","32,728202","MB/sec",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.churn.ZHeap.norm","thrpt",1,10,"2933880695,466667","67035957,571595","B/op",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.count","thrpt",1,10,"2585,000000",NaN,"counts",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·gc.time","thrpt",1,10,"71551,000000",NaN,"ms",1000,test,12,foreach_apache
"microbenchmark.ThreadConcurrentRunner.compute_tfidf:·stack","thrpt",1,1,NaN,NaN,"---",1000,test,12,foreach_apache
